text,amount,date,merchant,category,is_subscription,source
Покупка. Глобус. 69013.00 RUB,69013,2024-11-10,Глобус,Супермаркеты,0,csv
Покупка. М.Видео. 61579.00 RUB,61579,2024-11-22,М.Видео,Техника и электроника,0,csv
Ralf Ringer Обувь 47252,47252,2025-03-25,Ralf Ringer,Обувь,0,manual
Потратил 128558 рублей в IVI на кино и сериалы,128558,2025-02-11,IVI,Кино и сериалы,0,voice
Покупка. Анна. 93668.00 RUB,93668,2024-10-05,Анна,Переводы,0,csv
Оплатил подписку ЖКХ Сервис 3800 рублей,3800,2025-03-27,ЖКХ Сервис,Коммунальные услуги,1,voice
Сбер Налоги 117273,117273,2024-06-15,Сбер,Налоги,0,manual
Wildberries Plus подписка 199,199,2024-08-25,Wildberries Plus,Подписки,1,manual
Потратил 91165 рублей в Zarina на одежда,91165,2024-12-22,Zarina,Одежда,0,voice
Потратил 126859 рублей в М.Видео на техника и электроника,126859,2025-03-06,М.Видео,Техника и электроника,0,voice
Покупка. Русфонд. 108054.00 RUB,108054,2024-12-17,Русфонд,Благотворительность,0,csv
Оплатил подписку Netflix 599 рублей,599,2024-04-20,Netflix,Подписки,1,voice
Потратил 147442 рублей в Русфонд на благотворительность,147442,2025-01-30,Русфонд,Благотворительность,0,voice
Покупка. Lamoda. 83311.00 RUB,83311,2024-07-29,Lamoda,Одежда,0,csv
DNS Техника и электроника 104561,104561,2024-05-13,DNS,Техника и электроника,0,manual
METRO Супермаркеты 57445,57445,2024-06-22,METRO,Супермаркеты,0,manual
Потратил 117395 рублей в Саша на переводы,117395,2024-07-28,Саша,Переводы,0,voice
Оплатил подписку СберПрайм 299 рублей,299,2025-02-03,СберПрайм,Подписки,1,voice
Покупка. Саша. 86474.00 RUB,86474,2024-03-07,Саша,Переводы,0,csv
Потратил 5585 рублей в Booking на путешествия,5585,2025-02-14,Booking,Путешествия,0,voice
Покупка. Ozon. 87419.00 RUB,87419,2025-04-12,Ozon,Техника и электроника,0,csv
Потратил 12951 рублей в ECCO на обувь,12951,2024-09-22,ECCO,Обувь,0,voice
Подорожник Общественный транспорт 52069,52069,2024-03-21,Подорожник,Общественный транспорт,0,manual
Покупка. Сервис оплаты. 60168.00 RUB,60168,2024-05-28,Сервис оплаты,Прочее,0,csv
Подари жизнь Благотворительность 86951,86951,2024-07-30,Подари жизнь,Благотворительность,0,manual
Потратил 9506 рублей в Тройка на общественный транспорт,9506,2025-03-08,Тройка,Общественный транспорт,0,voice
Пятёрочка Продукты 104366,104366,2025-02-09,Пятёрочка,Продукты,0,manual
Оплатил подписку Мосэнергосбыт 2400 рублей,2400,2024-01-13,Мосэнергосбыт,Коммунальные услуги,1,voice
Покупка. Wildberries Plus. 8904.00 RUB,8904,2024-05-19,Wildberries Plus,Подписки,0,csv
Тинькофф Инвестиции Инвестиции 105104,105104,2024-03-08,Тинькофф Инвестиции,Инвестиции,0,manual
Потратил 20111 рублей в Сервис оплаты на прочее,20111,2024-02-07,Сервис оплаты,Прочее,0,voice
Оплатил подписку МегаФон 620 рублей,620,2025-03-01,МегаФон,Интернет и связь,1,voice
Потратил 25099 рублей в Нетология на образование,25099,2025-01-11,Нетология,Образование,0,voice
Потратил 81888 рублей в X-Fit на спорт,81888,2025-02-05,X-Fit,Спорт,0,voice
Lamoda Одежда 6192,6192,2024-06-03,Lamoda,Одежда,0,manual
Потратил 26180 рублей в VK Play на развлечения,26180,2024-05-15,VK Play,Развлечения,0,voice
Анна Переводы 76396,76396,2024-08-07,Анна,Переводы,0,manual
Тануки Кафе и рестораны 147111,147111,2024-05-22,Тануки,Кафе и рестораны,0,manual
СПИСАНИЕ 3800.00 ЖКХ СЕРВИС,3800,2024-05-05,ЖКХ Сервис,Коммунальные услуги,1,csv
Ozon Техника и электроника 103241,103241,2024-07-09,Ozon,Техника и электроника,0,manual
ФНС Налоги 58786,58786,2024-10-22,ФНС,Налоги,0,manual
Покупка. Лента. 60897.00 RUB,60897,2024-08-16,Лента,Продукты,0,csv
Покупка. Ralf Ringer. 28610.00 RUB,28610,2024-11-25,Ralf Ringer,Обувь,0,csv
Потратил 21974 рублей в Okko на кино и сериалы,21974,2024-02-18,Okko,Кино и сериалы,0,voice
Потратил 128451 рублей в Skyeng на образование,128451,2024-10-30,Skyeng,Образование,0,voice
Оплатил подписку Netflix 599 рублей,599,2025-03-05,Netflix,Подписки,1,voice
Покупка. Водоканал. 60980.00 RUB,60980,2024-01-31,Водоканал,Коммунальные услуги,0,csv
Потратил 108016 рублей в Сбер на налоги,108016,2024-06-08,Сбер,Налоги,0,voice
Потратил 9620 рублей в Сбер Инвестор на инвестиции,9620,2024-06-13,Сбер Инвестор,Инвестиции,0,voice
Покупка. Клиент Telegram. 106620.00 RUB,106620,2025-03-22,Клиент Telegram,Фриланс,0,csv
Покупка. Перекрёсток. 54896.00 RUB,54896,2025-01-21,Перекрёсток,Продукты,0,csv
Skillbox Образование 131073,131073,2024-06-09,Skillbox,Образование,0,manual
Мама Переводы 120995,120995,2024-12-28,Мама,Переводы,0,manual
Покупка. Водоканал. 21397.00 RUB,21397,2025-04-16,Водоканал,Коммунальные услуги,0,csv
Покупка. Додо Пицца. 20367.00 RUB,20367,2024-07-11,Додо Пицца,Фастфуд,0,csv
Потратил 136348 рублей в РЖД на транспорт,136348,2025-01-18,РЖД,Транспорт,0,voice
Потратил 114764 рублей в KFC на фастфуд,114764,2025-03-21,KFC,Фастфуд,0,voice
Бургер Кинг Фастфуд 129859,129859,2024-03-28,Бургер Кинг,Фастфуд,0,manual
Потратил 143465 рублей в Анна на переводы,143465,2024-08-02,Анна,Переводы,0,voice
Потратил 30873 рублей в Ozon на техника и электроника,30873,2024-08-10,Ozon,Техника и электроника,0,voice
СПИСАНИЕ 84561.00 KION,84561,2024-11-10,KION,Кино и сериалы,1,csv
Покупка. ECCO. 43551.00 RUB,43551,2024-03-13,ECCO,Обувь,0,csv
СПИСАНИЕ 97371.00 KION,97371,2024-09-22,KION,Кино и сериалы,1,csv
РЖД Путешествия 121391,121391,2024-04-17,РЖД,Путешествия,0,manual
Покупка. Zarina. 35528.00 RUB,35528,2024-03-25,Zarina,Одежда,0,csv
Оплатил подписку МегаФон 620 рублей,620,2024-04-01,МегаФон,Интернет и связь,1,voice
Потратил 1518 рублей в Аэроэкспресс на транспорт,1518,2024-06-08,Аэроэкспресс,Транспорт,0,voice
Потратил 24651 рублей в Заказчик Upwork на фриланс,24651,2024-10-02,Заказчик Upwork,Фриланс,0,voice
Потратил 16069 рублей в Лэтуаль на красота и уход,16069,2024-11-15,Лэтуаль,Красота и уход,0,voice
Потратил 17553 рублей в Подружка на красота и уход,17553,2024-06-28,Подружка,Красота и уход,0,voice
Мама Переводы 3753,3753,2025-04-20,Мама,Переводы,0,manual
Потратил 111766 рублей в Подорожник на общественный транспорт,111766,2024-10-26,Подорожник,Общественный транспорт,0,voice
Сбер Инвестор Инвестиции 105764,105764,2025-04-23,Сбер Инвестор,Инвестиции,0,manual
PlayStation Store Развлечения 53157,53157,2024-02-09,PlayStation Store,Развлечения,0,manual
Потратил 56788 рублей в World Class на спорт,56788,2024-05-23,World Class,Спорт,0,voice
Покупка. Uber Russia. 26873.00 RUB,26873,2024-03-05,Uber Russia,Такси,0,csv
Русфонд Благотворительность 72726,72726,2025-02-17,Русфонд,Благотворительность,0,manual
Потратил 44116 рублей в Сбер Инвестор на инвестиции,44116,2024-01-02,Сбер Инвестор,Инвестиции,0,voice
Потратил 23993 рублей в Подари жизнь на благотворительность,23993,2025-04-20,Подари жизнь,Благотворительность,0,voice
Потратил 43256 рублей в Подари жизнь на благотворительность,43256,2024-08-31,Подари жизнь,Благотворительность,0,voice
Потратил 13731 рублей в Перекрёсток на продукты,13731,2024-03-11,Перекрёсток,Продукты,0,voice
МегаФон Интернет и связь 85794,85794,2024-06-03,МегаФон,Интернет и связь,0,manual
Оплатил подписку МТС 650 рублей,650,2024-07-12,МТС,Интернет и связь,1,voice
Покупка. Сбер. 124431.00 RUB,124431,2024-06-30,Сбер,Налоги,0,csv
KION подписка 56122,56122,2024-03-26,KION,Кино и сериалы,1,manual
